30284	31349	43648	0	0
30292	31179	43750	0	449
30158	31175	43820	64	0
30130	31161	43867	528	0
30175	31178	43848	1892	0
30267	31289	43876	187	0
30126	31331	43841	0	0
30095	31365	43862	53	0
30264	31377	43887	0	0
30174	31459	43787	0	25
30165	31526	43814	0	0
30238	31509	43887	0	0
30095	31388	43911	0	304
30184	31445	43972	32	786
30242	31349	44023	146	1366
29960	31430	44047	3165	0
30034	31438	43982	5289	0
30247	31453	43944	2149	0
30248	31469	43848	359	4738
30223	31533	44022	4279	6953
30068	31455	44050	3213	4409
30143	31345	44014	5536	4967
30154	31212	43998	1697	1612
30203	30988	43954	3922	4925
30204	31058	44060	4917	3843
30013	31091	44258	3507	5457
29982	30951	44289	4997	2593
30027	31121	44233	3741	3548
30033	31422	44225	6139	5914
30005	31432	44140	4160	1182
30054	31199	44086	1204	0
30114	31037	43995	1189	0
30189	30995	44127	2287	0
30088	31004	44137	2027	0
30033	31131	44214	46	0
30232	31198	44184	113	0
30237	31500	44030	0	0
30388	32005	44148	368	1623
30392	32246	44395	7972	337
30637	32643	44414	12130	708
29542	32560	44231	10880	680
27914	32350	43022	6861	1
28981	32094	42599	5606	357
32450	33558	42311	3055	1533
33344	34258	41903	2229	1224
31310	33098	42675	0	387
29359	32500	44082	0	0
26965	32840	44398	0	0
26502	32500	44017	5173	0
28020	31501	43804	26549	465
30903	31099	43042	24873	4446
34282	32564	40905	15695	7669
34420	30948	40248	2403	7614
35621	27430	41336	1689	8201
32264	30389	41779	1	5487
28599	34090	40932	395	6967
27279	32822	40308	1	8638
27955	31014	39951	1	5085
28975	30354	39141	0	6046
30892	30361	38987	1	2323
30837	29431	39090	178	4095
30994	29453	39944	4609	7841
31821	28094	40758	6535	2116
34595	25555	39563	11506	1408
38739	25329	36573	5780	3236
41789	27812	39465	9492	6498
41367	38698	40746	17955	6691
36532	35173	40678	12445	3360
30252	23470	46022	15105	300
27068	28820	53574	1092	0
31148	38026	48996	29	0
29159	31719	46829	4818	0
28264	27501	46673	5195	0
25671	31754	44502	10168	0
22983	32679	44069	11562	0
22804	31709	42735	13965	0
24449	34331	42035	28516	0
28060	36949	41854	26655	0
30964	37257	41957	11075	0
28091	36144	40428	1898	0
24294	36116	38365	0	0
26734	37574	40613	0	51
32751	35865	44799	202	0
36819	32013	40344	2094	3472
39241	36789	34713	5570	8770
39797	39011	40092	7070	15188
34830	27970	46985	7759	13191
30116	25991	52077	16627	20786
27903	33888	49481	10180	19004
34216	37233	47967	19715	13203
39478	30637	46413	2457	18785
31946	31106	43214	273	2098
25811	32349	42481	0	56
22505	32056	42164	0	193
23045	31802	40600	0	3931
24145	32587	38153	0	1541
28526	32407	38548	0	5971
32322	30591	37743	1	7125
31295	28832	37438	574	12137
27075	25327	40165	3468	15987
26602	25902	43564	10096	11111
36950	38703	36472	30584	4172
44156	25434	33962	29809	4311
37493	24941	43668	15307	5167
28767	28970	51667	0	9512
37295	34868	49184	8488	4900
36835	35353	44647	1256	2
28876	32365	42902	954	0
22044	36187	42797	6557	0
21149	35527	43158	10193	0
23722	31946	40411	17478	0
28104	34671	39840	34740	0
30728	36155	39069	18590	45
28570	36410	37332	4248	6179
26278	38142	38368	1	3448
30922	35248	41908	3595	16495
35054	34219	33653	4	14471
35115	42538	43691	5328	19689
41688	19340	55998	25558	22263
36023	25206	52584	29087	24241
23352	47525	48789	11592	17192
34186	41587	45397	3	32933
35956	25227	43775	6	10745
28136	27068	43710	2	4162
23242	31678	43130	0	856
25269	31285	41518	1336	0
27691	33273	38952	693	3051
29749	35652	38360	720	4678
32198	32710	37590	3331	2543
27832	29711	39068	3984	3472
26894	27619	39622	2582	1556
30104	30219	41899	2982	1460
33744	35549	41671	28210	129
32651	25462	42911	16936	8149
36543	41046	51709	6513	1836
35776	38256	50702	6239	121
28134	25615	52071	3904	4048
33096	32684	51561	1289	6480
36747	41502	49885	652	702
33519	37331	47461	8703	0
25877	33929	46096	4971	0
24616	33810	44998	9081	0
27278	33773	44827	7581	0
28540	35101	45088	12589	0
27168	36934	44166	25171	0
25835	37190	43368	21399	0
26358	36306	43131	14622	0
28369	34105	43768	2125	1814
29157	31789	45846	328	5416
29702	29338	46294	1	11197
31617	30805	45818	2	20352
31210	33733	45088	3	14041
29355	34266	44346	5763	3188
28714	34676	44098	14591	3413
29919	31703	44496	0	4014
30258	29754	45109	558	0
29932	30125	45389	7218	0
30835	30244	45125	3575	819
30136	30636	44370	2650	16808
29601	30574	43886	7239	8264
29943	30016	43673	5959	3544
30589	29609	43524	5531	818
30390	29448	43555	4811	0
30130	29897	43828	1812	0
30432	30413	43508	13	0
30859	31040	43181	188	281
30299	31035	43016	877	5065
30137	30732	43184	3706	2788
30632	30711	43198	4783	5536
30417	30756	43116	3537	6314
30354	30831	43147	3968	3313
30879	31068	43078	12	518
30845	31264	42895	0	0
30413	31476	42901	11	0
30415	31435	43139	540	30
30556	31424	43127	365	667
30220	31307	43203	3870	1522
30316	30977	43175	5059	1070
30632	31089	43102	3109	2868
30545	31329	43162	403	7559
30744	31185	43308	19	7169
30265	30936	43294	50	7686
29941	31124	43331	19	8883
30194	31528	43294	352	4717
30799	31708	43108	2423	3380
30282	31649	43239	285	4427
30409	31529	43350	0	2812
30427	31584	43322	48	1942
30401	31395	43300	262	1150
30172	31153	43559	40	1394
30209	31271	43623	0	3168
30395	31315	43306	0	1498
30605	31553	43137	0	1711
30762	31949	43017	447	3350
30915	31941	43008	2506	3431
30542	31746	43025	5079	1301
30423	31738	43016	4410	1231
30417	31865	43187	1577	143
30413	31823	43314	13	239
30551	31971	43213	0	0
30346	31921	43193	0	1058
30357	31793	43156	0	411
30717	31737	43058	0	85
30749	31775	42936	271	768
30589	31799	43005	425	1164
30557	31856	42973	1560	5334
30380	31807	43151	3417	4182
30555	31549	43185	4561	4264
30567	31579	43144	1196	3676
30520	31745	43113	3454	2
30709	31874	43023	3708	0
30534	31868	43078	3567	0
30474	31810	43013	2254	165
30637	31990	43041	1376	3
30575	31838	43036	265	0
30497	31681	42944	2864	0
30501	31789	42986	1735	0
30518	31842	43097	1823	0
30421	31834	43136	422	0
30397	31744	43154	0	0
30654	31658	43109	1772	390
30814	31705	43055	5394	3740
30464	31784	43144	513	334
30451	31901	43273	0	0
30514	31897	43321	147	194
30465	31897	43245	288	163
30178	31948	43224	1655	11
30737	31881	43127	2791	460
30902	31633	43095	3402	115
30216	31888	43290	2920	2380
30181	31897	43424	2183	1453
30462	31717	43233	690	2970
30511	31933	43212	35	6032
30526	31839	43184	1107	9272
30467	31881	43226	1809	5736
30529	31813	43186	3912	2978
30507	31831	43152	6524	1163
30331	32099	43266	6884	1073
30603	31953	43226	4700	89
30645	31780	43221	239	0
30281	31727	43314	0	0
30343	31764	43329	0	0
30467	31751	43231	4	0
30526	31794	43319	314	0
30552	31767	43253	19	11
30377	31770	43296	0	0
30503	31974	43134	0	0
30637	32135	43095	0	39
30540	31946	43245	0	59
30374	31688	43251	0	2282
30179	31863	43401	0	1723
30348	32067	43336	8	6012
30734	32002	43212	411	2583
30610	31745	43153	0	1447
30330	31847	43181	0	0
30365	32013	43192	528	0
30754	31880	43197	1568	10
30573	31679	43298	1702	699
30271	31725	43186	1037	2602
30334	31794	43154	561	2183
30576	31872	43144	2426	5028
30809	31962	43260	1	2346
30533	32012	43233	444	2781
30216	31853	43127	2568	2
30295	31997	43275	2128	0
30725	31922	43319	587	0
30400	31947	43315	0	0
